http://spheric-sph.org/tests/test-10
time	Pressure(Pa)
3.41205	-65.952677
3.4187	-99.262077
3.4163	-71.282177
3.4247	-115.250677
3.42255	-67.285077
3.42575	-109.921177
3.42605	-79.276477
3.4308	-108.588777
3.434	-72.614577
3.43785	-107.256377
3.43515	-73.946977
3.44005	-113.918277
3.441	-81.941177
3.44555	-120.580177
3.44695	-81.941177
3.45015	-112.585877
3.452	-84.605977
3.45785	-116.583077
3.457	-85.938377
3.46445	-123.244877
3.46015	-85.938377
3.4695	-131.239177
3.4674	-95.264977
3.47105	-128.574477
3.4705	-29.978477
3.47765	-129.906777
3.4758	-71.282177
3.4836	-135.236277
3.48015	-91.267877
3.4882	-141.898177
3.48895	-113.918277
3.4902	-147.227677
3.4934	-113.918277
3.4968	-144.562977
3.49755	-96.597377
3.5047	-153.889577
3.50305	-123.244877
3.5058	-161.883877
3.5062	-103.259277
3.5124	-161.883877
3.5102	-121.912577
3.5168	-169.878177
3.5169	-129.906777
3.5234	-169.878177
3.52045	-135.236277
3.53	-167.213377
3.52595	-133.903977
3.53045	-164.548577
3.5347	-133.903977
3.53595	-157.886777
3.5358	-124.577277
3.54495	-168.545777
3.5402	-129.906777
3.5476	-169.878177
3.5468	-136.568677
3.5509	-167.213377
3.55455	-113.918277
3.55505	-148.560077
3.5587	-85.938377
3.56055	-108.588777
3.56285	-55.293677
3.5663	-95.264977
3.569	-68.617477
3.5709	-93.932577
3.57455	-51.296577
3.57795	-92.600277
3.57945	-48.631777
3.58345	-97.929777
3.58355	-55.293677
3.58785	-167.213377
3.5899	-60.623177
3.5918	-92.600277
3.59475	-56.626077
3.5962	-152.557177
3.59735	-27.313777
3.60345	-88.603077
3.6009	-52.628877
3.60565	-89.935477
3.61	-57.958377
3.6105	-85.938377
3.61045	-44.634677
3.61995	-83.273577
3.61695	-48.631777
3.625	-89.935477
3.62135	-40.637477
3.6272	-83.273577
3.6279	-40.637477
3.6333	-80.608877
3.6319	-49.964177
3.63535	-83.273577
3.63545	-43.302277
3.64435	-83.273577
3.645	-43.302277
3.64875	-85.938377
3.646	-41.969877
3.65055	-87.270677
3.6508	-51.296577
3.65735	-85.938377
3.6563	-39.305177
3.66195	-81.941177
3.6627	-56.626077
3.6655	-80.608877
3.66865	-43.302277
3.6701	-79.276477
3.6737	-39.305177
3.6776	-65.952677
3.6792	-29.978477
3.6811	-63.287977
3.68095	-33.975577
3.6855	-60.623177
3.68515	-32.643277
3.6901	-65.952677
3.69195	-35.307977
3.69825	-68.617477
3.69685	-40.637477
3.70465	-81.941177
3.70175	-28.646077
3.70505	-79.276477
3.70845	-53.961277
3.7108	-75.279377
3.7146	-43.302277
3.7178	-73.946977
3.7157	-23.316577
3.7222	-72.614577
3.72055	-43.302277
3.7255	-76.611677
3.72525	-39.305177
3.7304	-73.946977
3.73485	-27.313777
3.73805	-73.946977
3.7357	-40.637477
3.742	-73.946977
3.7401	-45.966977
3.74595	-76.611677
3.7467	-41.969877
3.751	-77.944077
3.75045	-48.631777
3.75825	-79.276477
3.758	-44.634677
3.762	-83.273577
3.7601	-51.296577
3.76925	-89.935477
3.7658	-61.955577
3.77035	-92.600277
3.7736	-45.966977
3.7787	-87.270677
3.77505	-59.290777
3.7842	-76.611677
3.78055	-49.964177
3.7853	-87.270677
3.7859	-40.637477
3.79035	-71.282177
3.7942	8.660423
3.7965	-24.648977
3.79925	3.330923
3.80245	-21.984277
3.8012	4.663323
3.80905	-25.981377
3.80845	4.663323
3.81145	-24.648977
3.81395	5.995723
3.8165	-17.987077
3.8188	9.992823
3.82355	-25.981377
3.82015	15.322323
3.82905	-21.984277
3.82695	25.981323
3.83125	-19.319477
3.83245	16.654723
3.83805	-20.651877
3.8399	11.325223
3.8431	-16.654677
3.84355	15.322323
3.84575	-19.319477
3.84715	8.660423
3.8508	-20.651877
3.8522	9.992823
3.8574	-20.651877
3.85535	23.316623
3.86335	-16.654677
3.86055	11.325223
3.86705	-16.654677
3.8672	13.989923
3.8708	-12.657577
3.87095	33.975623
3.87915	-12.657577
3.8777	16.654723
3.88355	-15.322377
3.88055	20.651823
3.88555	-13.989977
3.88825	13.989923
3.8906	-12.657577
3.89085	21.984223
3.89675	-5.995677
3.8964	17.987123
3.90355	-12.657577
3.90345	35.308023
3.90575	-11.325177
3.9072	37.972723
3.9106	-9.992877
3.9145	35.308023
3.91565	-3.330977
3.91905	32.643223
3.9227	-4.663277
3.92455	35.308023
3.92685	-8.660477
3.9266	27.313723
3.9305	-4.663277
3.93025	24.649023
3.9383	-9.992877
3.93815	35.308023
3.94205	-4.663277
3.9408	24.649023
3.9495	-12.657577
3.9452	25.981323
3.95105	-7.328077
3.95335	23.316623
3.9581	1.998523
3.9573	27.313723
3.96205	-5.995677
3.96215	49.964123
3.96865	-0.666177
3.9672	36.640423
3.97085	-1.998577
3.9729	36.640423
3.97655	-0.666177
3.9795	31.310923
3.9847	-1.998577
3.98495	41.969923
3.9858	0.666223
3.9887	27.313723
3.9902	-0.666177
3.9935	33.975623
3.99635	3.330923
3.99605	40.637523
4.00495	-1.998577
4.00105	36.640423
4.00515	7.328123
4.00725	39.305123
4.0102	4.663323
4.0138	33.975623
4.01615	11.325223
4.0192	36.640423
4.02055	3.330923
4.0203	35.308023
4.02515	4.663323
4.0259	53.961323
4.0309	1.998523
4.0338	56.626023
4.0377	12.657623
4.0358	40.637523
4.04495	-185.866677
4.0426	47.299423
4.0454	-253.817877
4.04955	3171.725423
4.0509	2136.467623
4.0521	3182.384423
4.0573	2107.155323
4.0598	3527.470423
4.06435	1556.883323
4.06005	3396.897323
4.06965	1815.364623
4.06675	3889.877323
4.07005	2175.106623
4.0736	3631.395923
4.07995	1540.894723
4.0788	2605.464723
4.0846	1069.233023
4.08215	1992.570823
4.0876	892.026823
4.08575	1607.513623
4.09245	601.568523
4.09005	1081.224423
4.0997	343.087223
4.09755	929.333423
4.10015	345.752023
4.1025	824.075523
4.10785	240.494123
4.10625	762.786123
4.11445	393.717523
4.1109	681.511123
4.1151	435.021323
4.11805	760.121423
4.1237	404.376623
4.1249	578.918023
4.12735	399.047123
4.1253	617.557023
4.13495	457.671723
4.13325	810.751723
4.1365	367.070023
4.13815	581.582823
4.14275	416.368023
4.14025	584.247523
4.14655	412.370823
4.1484	506.969623
4.1545	377.729023
4.15325	472.327823
4.15535	372.399523
4.1566	452.342223
4.1635	353.746223
4.1616	468.330723
4.16635	357.743423
4.1674	480.322123
4.1714	367.070023
4.1709	432.356523
4.17965	380.393823
4.177	451.009823
4.1818	357.743423
4.1836	453.674523
4.1866	373.731923
4.18535	441.683123
4.19165	377.729023
4.193	432.356523
4.19625	392.385223
4.199	449.677423
4.20175	381.726123
4.2003	431.024123
4.20505	391.052823
4.20655	439.018423
4.211	391.052823
4.2102	433.688923
4.2154	393.717523
4.2157	436.353623
4.2244	379.061423
4.2215	441.683123
4.2253	387.055723
4.22585	514.963923
4.23255	404.376623
4.23225	445.680323
4.23915	405.708923
4.23725	437.686023
4.24225	404.376623
4.24165	455.006923
4.2453	404.376623
4.24935	433.688923
4.25015	412.370823
4.25265	459.004023
4.2552	421.697523
4.2599	468.330723
4.26225	435.021323
4.26125	485.651623
4.2697	435.021323
4.26505	480.322123
4.27035	441.683123
4.27465	482.986823
4.27985	448.345023
4.2751	481.654523
4.28245	424.362223
4.28015	488.316423
4.28885	441.683123
4.28695	488.316423
4.2919	448.345023
4.2945	492.313523
4.29785	456.339323
4.2964	489.648723
4.304	451.009823
4.30205	498.975423
4.30665	451.009823
4.3098	489.648723
4.3106	465.665923
4.31005	513.631523
4.3172	469.663123
4.3162	525.622923
4.3238	477.657323
4.32145	514.963923
4.326	477.657323
4.32505	521.625823
4.3302	494.978223
4.334	533.617223
4.33525	504.304923
4.3355	541.611523
4.3403	517.628723
4.34055	548.273323
4.3458	521.625823
4.3472	566.926623
4.3502	536.281923
4.3547	584.247523
4.3555	565.594323
4.35775	596.238923
4.3601	574.920923
4.36345	610.895123
4.36735	577.585723
4.36635	610.895123
4.3711	578.918023
4.37125	633.545523
4.37515	598.903723
4.3778	637.542623
4.3832	604.233223
4.3828	645.536923
4.38515	605.565623
4.387	652.198823
4.39025	617.557023
4.395	668.187323
4.39525	638.875023
4.398	668.187323
4.4023	634.877923
4.4046	664.190223
4.40935	634.877923
4.40745	678.846423
4.4109	633.545523
4.4116	672.184523
4.4153	636.210323
4.41765	669.519723
4.42475	628.216023
4.4202	664.190223
4.42935	597.571323
4.42515	645.536923
4.434	601.568523
4.43475	629.548423
4.4386	593.574223
4.43515	626.883623
4.4441	580.250423
4.44045	633.545523
4.44915	556.267623
4.44775	633.545523
4.45465	545.608623
4.4519	581.582823
4.4597	532.284823
4.45735	580.250423
4.46215	524.290523
4.46385	556.267623
4.4696	526.955323
4.4653	553.602923
4.47335	512.299223
4.47015	545.608623
4.47555	509.634423
4.47705	550.938123
4.48435	463.001223
4.48005	528.287723
4.4876	453.674523
4.49	522.958223
4.49335	456.339323
4.49125	557.600023
4.499	287.127323
4.4971	1089.218723
4.50275	285.795023
4.50025	649.534023
4.5099	199.190423
4.50535	408.373723
4.51495	8.660423
4.51005	199.190423
4.51955	-47.299377
4.51545	21.984223
4.52005	-32.643277
4.5245	25.981323
4.5277	-53.961277
4.52975	1.998523
4.5301	-49.964177
4.535	139.233423
4.5398	19.319523
4.53505	147.227723
4.54485	-139.233477
4.54075	52.628923
4.5455	-163.216277
4.5469	-77.944077
4.555	-188.531377
4.5502	-117.915377
4.5572	-223.173277
4.55615	-152.557177
4.5631	-209.849477
4.56275	-156.554377
4.5697	-236.496977
4.5667	-171.210477
4.57255	-233.832277
4.5703	-167.213377
4.57785	-231.167477
4.5775	-184.534277
4.582	-227.170377
4.5843	-144.562977
4.5853	-236.496977
4.58825	-185.866677
4.5932	-231.167477
4.59485	-180.537177
4.59675	-217.843677
4.5953	-181.869577
4.60115	-211.181877
4.605	-175.207677
4.6082	-213.846577
4.60565	-172.542877
4.6106	-216.511377
4.61245	-172.542877
4.6172	-204.519977
4.6195	-164.548577
4.62185	-187.199077
4.62145	-143.230577
4.62535	-187.199077
4.6284	-151.224877
4.6313	-181.869577
4.634	-139.233477
4.6381	-189.863777
4.64	-119.247777
4.6425	-165.880977
4.6448	-96.597377
4.6478	-180.537177
4.64525	-93.932577
4.6513	-167.213377
4.65095	-125.909677
4.65505	-149.892477
4.65975	-119.247777
4.6601	-151.224877
4.6613	-117.915377
4.66915	-141.898177
4.66965	-92.600277
4.6711	-143.230577
4.6741	-77.944077
4.67925	-129.906777
4.67775	-96.597377
4.68165	-143.230577
4.6811	-112.585877
4.68825	-139.233477
4.6864	-108.588777
4.69025	-136.568677
4.6921	-103.259277
4.6964	-133.903977
4.6967	-100.594477
4.705	-132.571577
4.70065	-80.608877
4.7052	-128.574477
4.7092	-87.270677
4.7107	-125.909677
4.71365	-92.600277
4.71995	-120.580177
4.71585	-93.932577
4.7215	-124.577277
4.72125	-80.608877
4.72875	-119.247777
4.72905	-81.941177
4.73115	-124.577277
4.735	-84.605977
4.7382	-115.250677
4.73785	-87.270677
4.74415	-129.906777
4.74005	-89.935477
4.74525	-124.577277
4.7484	-92.600277
4.7503	-125.909677
4.755	-93.932577
4.75865	-117.915377
4.75545	-89.935477
4.7613	-124.577277
4.76205	-76.611677
4.76795	-129.906777
4.7696	-84.605977
4.77035	-123.244877
4.7742	-68.617477
4.77845	-120.580177
4.77965	-77.944077
4.7844	-123.244877
4.7803	-92.600277
4.78945	-131.239177
4.78785	-93.932577
4.79165	-129.906777
4.7917	-101.926877
4.79605	-128.574477
4.7964	-99.262077
4.8042	-140.565777
4.80075	-104.591677
4.8097	-140.565777
4.80735	-109.921177
4.8132	-139.233477
4.8145	-101.926877
4.8154	-135.236277
4.81565	-105.923977
4.8242	-141.898177
4.82055	-103.259277
4.8282	-151.224877
4.8267	-103.259277
4.83235	-152.557177
4.831	-111.253477
4.83895	-148.560077
4.8377	-104.591677
4.84335	-149.892477
4.8406	-115.250677
4.84995	-148.560077
4.85	-113.918277
4.8506	-151.224877
4.85485	-116.583077
4.8574	-144.562977
4.8597	-104.591677
4.86205	-152.557177
4.8608	-119.247777
4.8656	-149.892477
4.86695	-121.912577
4.87215	-153.889577
4.87375	-112.585877
4.8772	-149.892477
4.8764	-113.918277
4.8823	-145.895377
4.8806	-115.250677
4.88975	-143.230577
4.8884	-104.591677
4.8915	-144.562977
4.89215	-113.918277
4.89725	-140.565777
4.89995	-92.600277
4.90405	-144.562977
4.90105	-111.253477
4.90625	-149.892477
4.90835	-113.918277
4.9111	-152.557177
4.9136	-123.244877
4.91505	-156.554377
4.9158	-121.912577
4.92495	-160.551477
4.9203	-101.926877
4.92605	-160.551477
4.92835	-115.250677
4.93065	-169.878177
4.9314	-129.906777
4.9366	-169.878177
4.93625	-128.574477
4.94475	-173.875277
4.94065	-144.562977
4.9498	-184.534277
4.9475	-148.560077
4.9542	-179.204777
4.95455	-147.227677
4.9586	-187.199077
4.9554	-152.557177
4.96455	-196.525677
4.96135	-155.221977
4.96915	-209.849477
4.96685	-165.880977
4.97335	-205.852277
4.97255	-175.207677
4.9784	-211.181877
4.97805	-176.539977
4.98235	-220.508477
4.9801	-185.866677
4.9899	-227.170377
4.98975	-183.201877
4.9905	-231.167477
4.99355	-195.193277
4.9971	-224.505577
4.99565	-197.858077
5.00305	-229.835077
5.0016	-193.860877
5.00965	-232.499877
5.0073	-204.519977
5.0101	-231.167477
5.01495	-193.860877
5.01845	-225.837977
5.01545	-199.190477
5.02285	-229.835077
5.02095	-193.860877
5.02725	-232.499877
5.02515	-175.207677
5.03005	-229.835077
5.03445	-197.858077
5.0376	-227.170377
5.03785	-196.525677
5.042	-225.837977
5.0447	-185.866677
5.04595	-227.170377
5.0489	-181.869577
5.05145	-227.170377
5.0522	-197.858077
5.05585	-217.843677
5.0587	-185.866677
5.06355	-225.837977
5.061	-185.866677
5.0664	-227.170377
5.06825	-197.858077
5.0704	-232.499877
5.074	-167.213377
5.0761	-228.502777
5.0753	-195.193277
5.0816	-228.502777
5.08035	-189.863777
5.08775	-225.837977
5.08585	-197.858077
5.0904	-224.505577
5.09355	-189.863777
5.0957	-219.176077
5.09925	-177.872377
5.1025	-220.508477
5.1004	-196.525677
5.1093	-223.173277
5.10705	-177.872377
5.1113	-221.840877
5.1135	-184.534277
5.11635	-215.178977
5.11935	-163.216277
5.1219	-215.178977
5.12265	-189.863777
5.12605	-223.173277
5.12615	-185.866677
5.13105	-227.170377
5.13315	-192.528577
5.13725	-223.173277
5.136	-188.531377
5.143	-219.176077
5.14075	-168.545777
5.14605	-224.505577
5.1453	-157.886777
5.1507	-220.508477
5.1536	-188.531377
5.15905	-221.840877
5.1565	-185.866677
5.16345	-227.170377
5.1604	-191.196177
5.16565	-239.161777
5.1682	-183.201877
5.17025	-223.173277
5.1711	-188.531377
5.1784	-224.505577
5.177	-187.199077
5.1828	-228.502777
5.18355	-192.528577
5.18895	-232.499877
5.18905	-185.866677
5.19095	-231.167477
5.1924	-191.196177
5.198	-225.837977
5.19565	-199.190477
5.20305	-233.832277
5.20115	-199.190477
5.209	-233.832277
5.2082	-207.184677
5.21055	-236.496977
5.21195	-197.858077
5.21815	-235.164677
5.2154	-200.522777
5.22365	-236.496977
5.22405	-197.858077
5.2257	-243.158877
5.2296	-196.525677
5.23035	-232.499877
5.2324	-201.855177
5.23675	-224.505577
5.239	-196.525677
5.2429	-221.840877
5.2408	-193.860877
5.24995	-220.508477
5.2477	-179.204777
5.25015	-216.511377
5.2542	-185.866677
5.25695	-208.517077
5.258	-168.545777
5.2605	-204.519977
5.2637	-149.892477
5.266	-203.187577
5.26785	-171.210477
5.2711	-197.858077
5.27135	-163.216277
5.27545	-184.534277
5.27575	-151.224877
5.28205	-169.878177
5.28455	-125.909677
5.2871	-143.230577
5.28785	-107.256377
5.2902	-127.242077
5.29475	-77.944077
5.29505	-104.591677
5.29855	-69.949777
5.30185	-96.597377
5.3015	-69.949777
5.3067	-95.264977
5.3081	-57.958377
5.31065	-81.941177
5.31035	-45.966977
5.3155	-73.946977
5.3191	-41.969877
5.32145	-68.617477
5.32065	-36.640377
5.32915	-63.287977
5.3295	-32.643277
5.3301	-64.620277
5.33365	-27.313777
5.33595	-57.958377
5.33765	-15.322377
5.3412	-55.293677
5.3418	-16.654677
5.3461	-51.296577
5.34825	-21.984277
5.3505	-51.296577
5.35265	-15.322377
5.3584	-43.302277
5.3598	-15.322377
5.3637	-44.634677
5.36495	-11.325177
5.3661	-40.637477
5.36795	-13.989977
5.3705	-40.637477
5.373	-1.998577
5.37665	-33.975577
5.3758	0.666223
5.3826	-35.307977
5.38025	-5.995677
5.3859	-31.310877
5.3884	-4.663277
5.3903	-28.646077
5.39455	8.660423
5.39645	-21.984277
5.3992	11.325223
5.40305	-23.316577
5.40115	5.995723
5.40525	-21.984277
5.4071	3.330923
5.411	-25.981377
5.4137	11.325223
5.41605	-16.654677
5.4188	11.325223
5.425	-19.319477
5.4203	12.657623
5.42865	-19.319477
5.4289	23.316623
5.43035	-15.322377
5.4344	16.654723
5.4354	-9.992877
5.43505	20.651823
5.44375	-9.992877
5.4401	23.316623
5.44775	-11.325177
5.44625	24.649023
5.4508	-8.660477
5.4518	20.651823
5.45895	-4.663277
5.4573	33.975623
5.4649	-11.325177
5.46105	19.319523
5.46995	-8.660477
5.4675	31.310923
5.4704	-11.325177
5.47495	27.313723
5.4781	-0.666177
5.47885	28.646123
5.48185	-1.998577
5.48045	28.646123
5.4891	-1.998577
5.4872	21.984223
5.49395	-4.663277
5.4938	41.969923
5.4981	0.666223
5.49785	49.964123
5.5001	3.330923
5.5015	31.310923
5.5098	-0.666177
5.5054	36.640423
5.51025	3.330923
5.51295	36.640423
5.5177	9.992823
5.5172	48.631823
5.52385	4.663323
5.52075	40.637523
5.52585	3.330923
5.52625	39.305123
5.53485	8.660423
5.5321	36.640423
5.5386	7.328123
5.5361	36.640423
5.54035	8.660423
5.5406	40.637523
5.54895	4.663323
5.5477	35.308023
5.55005	11.325223
5.5517	44.634623
5.55535	13.989923
5.559	43.302223
5.565	7.328123
5.56315	41.969923
5.56655	9.992823
5.56685	40.637523
5.57095	8.660423
5.57485	67.285023
5.5782	17.987123
5.57785	47.299423
5.5837	16.654723
5.5805	44.634623
5.58655	9.992823
5.58665	48.631823
5.59075	15.322323
5.5946	47.299423
5.598	24.649023
5.5952	49.964123
5.6035	19.319523
5.6014	52.628923
5.6053	23.316623
5.6082	52.628923
5.6101	25.981323
5.6148	52.628923
5.6165	21.984223
5.6181	57.958423
5.622	24.649023
5.62075	56.626023
5.62505	28.646123
5.62845	56.626023
5.6321	27.313723
5.63285	65.952723
5.63605	35.308023
5.6394	64.620323
5.64465	29.978523
5.64035	60.623223
5.64575	32.643223
5.64695	71.282223
5.65085	32.643223
5.65355	93.932623
5.65675	35.308023
5.6566	84.606023
5.66025	44.634623
5.66415	71.282223
5.6651	57.958423
5.67	256.482723
5.675	-36.640377
5.67175	2662.756923
5.67895	-87.270677
5.68	21.984223
5.68005	32.643223
5.6818	2484.218323
5.6893	985.293223
5.68675	2037.871723
5.6934	857.385023
5.69145	2307.012023
5.6966	393.717523
5.69505	1528.903323
5.7025	1025.264523
5.7015	1444.963523
5.71	533.617223
5.70765	1315.722923
5.7141	-400.379477
5.7126	2442.914623
5.7198	-88.603077
5.7178	2520.192523
5.7201	-1.998577
5.72195	1375.679923
5.7276	485.651623
5.72525	1146.510923
5.7322	371.067123
5.7345	949.319023
5.73685	319.104423
5.73505	884.032523
5.744	419.032723
5.74175	840.064023
5.74895	447.012623
5.7464	977.298923
5.75355	432.356523
5.75145	993.287523
5.7586	415.035623
5.7554	882.700123
5.76145	431.024123
5.76395	856.052623
5.76645	389.720423
5.7686	777.442323
5.77005	448.345023
5.7739	689.505423
5.77535	443.015523
5.7798	669.519723
5.7826	463.001223
5.78465	689.505423
5.7894	484.319223
5.7873	694.834923
5.79075	524.290523
5.7926	636.210323
5.8	512.299223
5.7973	594.906623
5.80045	489.648723
5.8027	592.241823
5.80505	494.978223
5.8082	589.577123
5.81055	508.302023
5.8124	573.588523
5.8154	509.634423
5.8181	596.238923
5.8211	526.955323
5.8247	588.244723
5.82595	518.961023
5.8283	589.577123
5.83035	529.620123
5.8333	577.585723
5.8352	546.941023
5.83705	592.241823
5.84025	536.281923
5.84385	604.233223
5.8451	534.949623
5.8472	598.903723
5.85015	545.608623
5.85245	608.230323
5.8594	556.267623
5.85795	618.889423
5.86425	566.926623
5.862	608.230323
5.8682	561.597123
5.8675	597.571323
5.8704	573.588523
5.8733	605.565623
5.87855	568.259023
5.8793	602.900823
5.88245	569.591423
5.8806	600.236123
5.88845	576.253323
5.88775	621.554123
5.8909	570.923823
5.8947	617.557023
5.89925	581.582823
5.89645	633.545523
5.90165	568.259023
5.90375	628.216023
5.91	573.588523
5.9057	624.218923
5.91005	576.253323
5.9148	640.207423
5.91815	589.577123
5.91935	626.883623
5.9241	584.247523
5.92045	629.548423
5.92675	572.256123
5.9299	617.557023
5.9307	598.903723
5.931	626.883623
5.9373	597.571323
5.9396	636.210323
5.94435	598.903723
5.94225	629.548423
5.94545	597.571323
5.949	644.204523
5.9503	594.906623
5.955	640.207423
5.95535	620.221723
5.9572	649.534023
5.9635	608.230323
5.9628	672.184523
5.96505	628.216023
5.9654	660.193123
5.97065	632.213123
5.9748	672.184523
5.97515	653.531223
5.9792	685.508223
5.98265	662.857823
5.9842	706.826323
5.98505	673.516823
5.9898	716.152923
5.9901	690.837823
5.9938	745.465223
5.9972	709.491023
5.99635	746.797623
6.00025	721.482423
6.0034	758.789023
6.00525	733.473823
6.00955	764.118523
6.0108	744.132923
6.0137	776.109923
6.0152	752.127123
6.0195	789.433723
6.024	749.462423
6.0206	792.098523
6.0251	762.786123
6.02655	796.095623
6.0306	768.115723
6.0341	809.419423
6.03655	782.771823
6.0397	812.084123
6.04315	776.109923
6.0429	816.081323
6.0458	784.104223
6.04925	836.066923
6.0546	777.442323
6.0536	824.075523
6.05965	769.448023
6.0551	804.089923
6.0647	750.794723
6.0609	793.430823
6.0691	736.138623
6.0661	784.104223
6.07285	721.482423
6.0726	754.791923
6.0799	693.502523
6.076	736.138623
6.08495	650.866423
6.08015	713.488223
6.08955	618.889423
6.08525	670.852123
6.09485	590.909423
6.09235	650.866423
6.0999	562.929523
6.0958	618.889423
6.10495	525.622923
6.1002	585.579923
6.1096	493.645923
6.10505	544.276223
6.11465	460.336423
6.11055	508.302023
6.1197	423.029923
6.1154	477.657323
6.125	392.385223
6.12055	437.686023
6.1296	380.393823
6.1262	428.359423
6.1307	368.402423
6.13145	400.379423
6.1382	351.081523
6.1354	389.720423
6.1406	353.746223
6.14355	445.680323
6.14985	289.792123
6.14535	444.347923
6.15395	225.838023
6.15015	329.763423
6.15935	163.216223
6.15505	267.141723
6.16435	141.898223
6.16005	208.517123
6.16965	111.253523
6.1651	160.551523
6.1725	84.606023
6.17225	140.565823
6.17515	88.603123
6.17985	188.531423
6.1837	91.267823
6.1827	193.860923
6.18965	-24.648977
6.18535	117.915423
6.1901	-8.660477
6.1948	149.892523
6.19515	83.273623
6.1992	252.485523
6.2042	-36.640377
6.20005	217.843723
6.20945	-101.926877
6.20515	45.967023
6.21475	-183.201877
6.2105	-72.614577
6.2187	-207.184677
6.216	-153.889577
6.222	-224.505577
6.22265	-172.542877
6.2253	-212.514177
6.2276	-175.207677
6.23035	-215.178977
6.2334	-168.545777
6.2396	-220.508477
6.23615	-177.872377
6.24245	-236.496977
6.2417	-173.875277
6.2497	-265.809277
6.24525	-197.858077
6.25215	-269.806477
6.2509	-209.849477
6.25785	-248.488377
6.2553	-209.849477
6.2636	-245.823677
6.2619	-157.886777
6.266	-247.155977
6.2663	-203.187577
6.27165	-232.499877
6.2719	-197.858077
6.27985	-236.496977
6.27945	-196.525677
6.28315	-236.496977
6.2806	-176.539977
6.28535	-237.829377
6.28835	-200.522777
6.29195	-233.832277
6.2925	-200.522777
6.2968	-233.832277
6.2997	-196.525677
6.3034	-223.173277
6.30065	-192.528577
6.3089	-219.176077
6.30655	-187.199077
6.31045	-215.178977
6.31165	-167.213377
6.31615	-204.519977
6.31795	-172.542877
6.3221	-201.855177
6.324	-161.883877
6.32605	-201.855177
6.3255	-168.545777
6.3311	-189.863777
6.3334	-153.889577
6.33925	-175.207677
6.34	-141.898177
6.34475	-171.210477
6.34005	-133.903977
6.3461	-165.880977
6.34635	-139.233477
6.35025	-164.548577
6.35495	-120.580177
6.35985	-141.898177
6.3587	-111.253477
6.36345	-151.224877
6.36375	-104.591677
6.36545	-141.898177
6.36925	-97.929777
6.37065	-132.571577
6.37475	-85.938377
6.37545	-105.923977
6.3796	-68.617477
6.3804	-89.935477
6.3807	-47.299377
6.38545	-72.614577
6.3897	-39.305177
6.3905	-61.955577
6.39315	-13.989977
6.3956	-39.305177
6.39985	-7.328077
6.4048	-31.310877
6.40035	-8.660477
6.40525	-29.978477
6.406	4.663323
6.41075	-23.316577
6.411	23.316623
6.41515	-16.654677
6.41745	16.654723
6.4202	-13.989977
6.42125	13.989923
6.42725	-13.989977
6.4294	13.989923
6.4301	-9.992877
6.43415	21.984223
6.43935	-0.666177
6.43965	25.981323
6.4444	-8.660477
6.4405	44.634623
6.4455	-1.998577
6.44965	28.646123
6.45035	0.666223
6.4528	43.302223
6.45805	9.992823
6.4599	40.637523
6.46465	8.660423
6.461	37.972723
6.46685	12.657623
6.4698	41.969923
6.47125	13.989923
6.47465	59.290823
6.47565	16.654723
6.47595	55.293623
6.48225	16.654723
6.4824	45.967023
6.48665	19.319523
6.4874	53.961323
6.4902	16.654723
6.4913	59.290823
6.49875	20.651823
6.49755	53.961323
6.5038	24.649023
6.50015	52.628923
6.5091	-48.631777
6.5061	55.293623
6.5124	-108.588777
6.51005	-11.325177
6.519	-129.906777
6.5158	-48.631777
6.5234	-137.901077
6.5248	-107.256377
6.5254	-137.901077
6.5281	-97.929777
6.53045	-128.574477
6.5336	-92.600277
6.53615	-127.242077
6.5387	-99.262077
6.54055	-127.242077
6.54085	-96.597377
6.54555	-123.244877
6.54505	-88.603077
6.55155	-115.250677
6.5545	-85.938377
6.55925	-115.250677
6.56	-84.605977
6.56475	-123.244877
6.56305	-79.276477
6.56915	-121.912577
6.56705	-83.273577
6.57135	-121.912577
6.5706	-81.941177
6.57685	-115.250677
6.5776	-75.279377
6.5839	-115.250677
6.58065	-67.285077
6.5861	-117.915377
6.58795	-61.955577
6.59005	-116.583077
6.59235	-80.608877
6.5951	-117.915377
6.59835	-60.623177
6.60325	-119.247777
6.6029	-84.605977
6.6052	-119.247777
6.6084	-83.273577
6.6116	-112.585877
6.6108	-76.611677
6.6182	-116.583077
6.6155	-68.617477
6.6224	-112.585877
6.6223	-79.276477
6.62965	-119.247777
6.6282	-81.941177
6.6303	-119.247777
6.6315	-88.603077
6.63735	-127.242077
6.63595	-89.935477
6.64395	-131.239177
6.6405	-95.264977
6.649	-128.574477
6.64645	-100.594477
6.6501	-132.571577
6.6516	-92.600277
6.6554	-127.242077
6.65965	-97.929777
6.66355	-137.901077
6.66065	-85.938377
6.66595	-139.233477
6.66635	-107.256377
6.67475	-143.230577
6.67095	-89.935477
6.67515	-135.236277
6.6755	-108.588777
6.68465	-144.562977
6.681	-112.585877
6.6895	-161.883877
6.6861	-123.244877
6.6939	-163.216277
6.692	-131.239177
6.6983	-171.210477
6.69625	-115.250677
6.70485	-179.204777
6.70095	-128.574477
6.7095	-185.866677
6.70925	-143.230577
6.7139	-201.855177
6.71355	-144.562977
6.71985	-196.525677
6.7151	-163.216277
6.72095	-203.187577
6.72155	-160.551477
6.72645	-204.519977
6.7274	-171.210477
6.73085	-208.517077
